occupation,daily_income,work_days_per_month,monthly_transactions,savings_ratio,income_min,income_max,digital_payment_ratio,loan_history,financial_stability
driver,1352.39,19,45,0.1775,1186.72,1518.07,0.664,1,stable
street_vendor,271.66,17,17,0.1333,212.05,331.26,0.328,1,unstable
shopkeeper,1711.35,25,66,0.2543,1342.3,2000.0,0.361,1,stable
driver,851.29,19,31,0.2838,750.07,952.51,0.752,0,moderate
driver,1584.15,26,24,0.2525,1415.91,1600.0,0.606,1,stable
delivery_worker,790.93,24,28,0.1036,600.0,984.47,0.839,0,moderate
laborer,684.34,12,1,0.1235,590.52,700.0,0.185,1,unstable
delivery_worker,1787.0,20,53,0.194,1436.85,1800.0,0.798,0,stable
street_vendor,454.79,28,14,0.1248,402.4,507.18,0.305,0,moderate
delivery_worker,1024.44,29,49,0.1542,800.25,1248.64,0.925,1,stable
shopkeeper,1818.59,26,50,0.1854,1556.53,2000.0,0.412,0,stable
delivery_worker,725.34,25,67,0.132,645.95,804.74,0.605,1,moderate
shopkeeper,1669.37,25,49,0.3021,1242.03,2000.0,0.457,0,stable
street_vendor,627.86,24,18,0.0567,528.1,727.61,0.336,0,moderate
laborer,315.58,23,5,0.0927,227.5,403.67,0.141,0,unstable
laborer,449.39,18,7,0.0802,367.2,531.58,0.151,1,unstable
laborer,266.48,23,11,0.0915,200.0,343.03,0.083,1,unstable
driver,1472.59,22,25,0.2009,1034.19,1600.0,0.473,0,moderate
driver,1093.48,20,29,0.2302,865.7,1321.25,0.723,1,moderate
street_vendor,322.35,10,16,0.094,260.75,383.95,0.317,0,unstable
driver,747.19,25,38,0.0,653.12,841.26,0.31,0,moderate
street_vendor,475.63,26,22,0.0054,354.47,596.79,0.304,0,unstable
delivery_worker,1027.55,24,29,0.2527,736.55,1318.55,0.929,0,moderate
street_vendor,368.52,17,20,0.0162,295.62,441.43,0.2,1,unstable
street_vendor,252.52,30,6,0.0895,200.0,307.7,0.22,1,moderate
laborer,672.0,27,7,0.0312,565.32,700.0,0.187,0,moderate
laborer,597.36,11,9,0.0,518.77,675.95,0.062,0,unstable
shopkeeper,765.98,24,51,0.2016,700.0,934.08,0.612,0,moderate
laborer,361.45,28,6,0.0241,290.28,432.62,0.02,0,unstable
driver,985.02,23,32,0.2311,883.94,1086.1,0.315,0,moderate
delivery_worker,675.36,24,42,0.2041,600.0,856.15,0.869,0,moderate
laborer,332.44,19,9,0.1361,256.43,408.45,0.022,0,unstable
street_vendor,656.77,22,20,0.0763,570.33,743.22,0.315,0,moderate
laborer,374.92,17,14,0.0614,328.13,421.72,0.136,0,unstable
shopkeeper,1599.14,23,50,0.3407,1200.42,1997.86,0.646,1,stable
driver,1248.44,20,28,0.2008,1064.77,1432.12,0.381,1,moderate
driver,1113.59,21,21,0.2801,924.39,1302.8,0.706,1,moderate
street_vendor,600.64,27,24,0.0036,502.01,699.28,0.234,0,unstable
street_vendor,292.85,21,25,0.2104,216.76,368.94,0.339,0,moderate
laborer,615.26,24,5,0.0255,490.43,700.0,0.113,0,unstable
laborer,296.91,14,13,0.0862,253.56,340.26,0.171,0,unstable
street_vendor,415.78,25,18,0.0332,302.72,528.84,0.261,0,unstable
shopkeeper,1771.92,24,67,0.1579,1337.08,2000.0,0.651,0,stable
delivery_worker,1412.17,24,61,0.1873,1257.64,1566.7,0.774,0,stable
laborer,246.79,22,4,0.094,208.48,285.11,0.082,0,unstable
shopkeeper,1453.16,25,47,0.1189,1277.95,1628.37,0.679,0,stable
street_vendor,241.56,24,10,0.135,202.87,280.26,0.204,0,unstable
laborer,375.02,17,13,0.0616,312.32,437.71,0.045,0,unstable
delivery_worker,822.37,20,34,0.248,731.94,912.79,0.549,0,moderate
shopkeeper,1691.12,25,60,0.1731,1290.74,2000.0,0.518,1,stable
delivery_worker,1132.52,24,54,0.1035,978.84,1286.19,0.658,1,moderate
driver,1589.83,29,33,0.1311,1202.29,1600.0,0.34,0,stable
shopkeeper,1173.81,26,41,0.1882,1043.41,1304.21,0.708,1,moderate
street_vendor,300.58,30,21,0.0165,232.88,368.29,0.284,1,unstable
shopkeeper,1215.49,21,42,0.1477,861.09,1569.88,0.346,1,moderate
shopkeeper,1050.78,25,37,0.1881,935.94,1165.62,0.742,0,moderate
street_vendor,720.61,29,21,0.026,620.83,820.38,0.274,0,moderate
delivery_worker,1170.01,30,49,0.186,1030.19,1309.84,0.617,1,stable
street_vendor,819.47,27,7,0.073,659.04,900.0,0.059,0,moderate
driver,1064.19,21,40,0.1998,886.86,1241.52,0.708,1,moderate
laborer,437.0,17,15,0.0168,389.79,484.21,0.063,1,unstable
laborer,453.56,25,13,0.0834,359.49,547.63,0.06,0,unstable
shopkeeper,1168.12,26,56,0.2143,826.54,1509.71,0.635,0,moderate
delivery_worker,1189.88,19,42,0.159,965.38,1414.38,0.532,0,moderate
laborer,387.21,26,8,0.0657,281.08,493.33,0.128,0,unstable
delivery_worker,1281.77,22,32,0.1902,1021.81,1541.72,0.921,0,moderate
shopkeeper,1562.53,29,32,0.2103,1277.44,1847.62,0.3,0,stable
street_vendor,763.85,29,7,0.089,647.47,880.22,0.062,0,moderate
shopkeeper,1531.38,25,63,0.2117,1260.86,1801.9,0.332,1,stable
street_vendor,558.65,27,18,0.0757,457.0,660.29,0.141,1,unstable
delivery_worker,1713.35,25,53,0.164,1405.68,1800.0,0.731,1,stable
driver,981.63,24,40,0.1248,759.68,1203.59,0.667,0,moderate
street_vendor,233.03,21,21,0.1837,207.76,258.3,0.097,0,unstable
laborer,687.24,26,9,0.0336,531.8,700.0,0.115,0,moderate
delivery_worker,1705.17,20,34,0.0903,1434.84,1800.0,0.739,0,stable
driver,1088.8,23,30,0.1205,882.42,1295.17,0.702,0,moderate
street_vendor,683.49,25,28,0.0382,525.3,841.68,0.271,1,moderate
laborer,328.66,22,13,0.101,283.04,374.29,0.149,0,unstable
shopkeeper,799.85,25,38,0.2733,700.0,961.28,0.414,1,moderate
driver,1373.76,13,27,0.1973,1100.77,1600.0,0.374,1,moderate
street_vendor,832.66,16,12,0.0599,583.62,900.0,0.144,0,unstable
laborer,522.25,23,14,0.0819,418.2,626.3,0.173,0,moderate
street_vendor,849.37,21,22,0.0897,631.43,900.0,0.23,0,moderate
shopkeeper,1163.14,25,37,0.4,841.44,1484.83,0.576,1,stable
shopkeeper,1033.86,29,60,0.2519,753.28,1314.44,0.388,0,moderate
laborer,557.09,28,15,0.1387,458.66,655.51,0.05,0,moderate
driver,869.37,23,27,0.0059,703.83,1034.9,0.611,0,moderate
delivery_worker,1180.12,30,38,0.1101,985.82,1374.42,0.753,1,moderate
laborer,304.54,11,8,0.0444,265.54,343.55,0.125,1,unstable
shopkeeper,1190.61,28,54,0.2749,1007.44,1373.78,0.585,1,stable
delivery_worker,747.41,30,37,0.149,658.48,836.34,0.739,1,moderate
delivery_worker,1722.14,26,44,0.1845,1255.7,1800.0,0.855,1,stable
laborer,237.94,24,10,0.0336,208.5,267.37,0.199,0,unstable
driver,841.03,26,24,0.0852,691.95,990.11,0.674,0,moderate
shopkeeper,799.81,25,46,0.4,700.0,1006.17,0.587,1,stable
laborer,524.21,27,14,0.0754,380.84,667.58,0.051,0,unstable
laborer,546.55,30,15,0.029,445.39,647.72,0.021,0,unstable
driver,1038.15,18,26,0.0762,856.11,1220.19,0.519,0,moderate
delivery_worker,1144.29,20,28,0.2156,847.62,1440.95,0.625,1,moderate
laborer,672.86,20,6,0.0,486.27,700.0,0.07,0,unstable
street_vendor,746.4,23,17,0.0843,592.84,899.97,0.067,0,unstable
street_vendor,398.9,25,21,0.1203,336.41,461.39,0.229,0,unstable
laborer,434.63,18,6,0.0,347.65,521.62,0.122,0,unstable
delivery_worker,1320.14,20,29,0.1303,1149.22,1491.07,0.676,0,moderate
laborer,653.46,22,15,0.0519,457.61,700.0,0.028,0,moderate
driver,908.66,21,33,0.2018,640.51,1176.82,0.673,0,moderate
delivery_worker,1736.3,22,41,0.2001,1492.28,1800.0,0.666,0,stable
street_vendor,293.24,23,22,0.1419,256.24,330.25,0.118,1,moderate
laborer,250.49,10,12,0.0569,203.07,297.9,0.153,0,unstable
street_vendor,415.6,24,15,0.0118,300.2,530.99,0.348,1,unstable
street_vendor,351.63,27,20,0.0688,282.42,420.84,0.182,0,unstable
street_vendor,638.1,27,21,0.1101,563.94,712.27,0.224,0,moderate
driver,1516.78,21,26,0.146,1162.96,1600.0,0.664,0,moderate
street_vendor,529.16,30,18,0.0853,440.29,618.04,0.087,0,moderate
driver,651.63,24,31,0.0914,520.32,782.94,0.459,0,moderate
laborer,599.97,15,9,0.0646,420.16,700.0,0.127,1,unstable
laborer,421.45,13,12,0.0347,334.61,508.29,0.049,0,unstable
driver,672.69,20,34,0.1124,589.74,755.64,0.618,0,moderate
shopkeeper,1797.99,29,48,0.3152,1593.38,2000.0,0.425,0,stable
street_vendor,865.15,21,21,0.1268,762.34,900.0,0.214,1,moderate
laborer,454.02,18,4,0.0544,336.92,571.13,0.1,0,unstable
street_vendor,660.74,23,18,0.0,498.22,823.27,0.092,1,unstable
street_vendor,746.81,28,12,0.0308,648.01,845.61,0.065,0,moderate
laborer,582.96,21,7,0.1138,522.09,643.84,0.061,0,unstable
laborer,439.94,23,7,0.0783,342.24,537.63,0.037,0,unstable
shopkeeper,1412.32,26,78,0.2849,1099.38,1725.26,0.517,0,stable
laborer,333.48,19,10,0.0336,242.04,424.93,0.089,0,unstable
shopkeeper,1168.22,25,46,0.1784,883.72,1452.73,0.276,1,moderate
street_vendor,883.57,26,18,0.0452,783.88,900.0,0.125,0,moderate
street_vendor,781.36,24,27,0.2106,672.15,890.56,0.274,0,moderate
street_vendor,358.72,22,19,0.1368,253.64,463.8,0.101,1,unstable
street_vendor,404.04,23,20,0.0694,288.65,519.42,0.246,0,unstable
laborer,457.99,26,8,0.0,385.28,530.69,0.099,0,unstable
delivery_worker,653.86,21,53,0.0937,600.0,789.14,0.619,1,moderate
street_vendor,757.91,26,11,0.0944,650.18,865.64,0.136,1,moderate
shopkeeper,1538.51,24,58,0.195,1222.58,1854.43,0.403,0,stable
shopkeeper,1513.66,25,69,0.28,1306.51,1720.81,0.444,1,stable
driver,1246.88,22,25,0.2652,969.85,1523.91,0.395,1,moderate
street_vendor,580.32,23,25,0.0472,466.38,694.26,0.219,0,unstable
street_vendor,307.28,21,17,0.0,231.75,382.81,0.346,0,unstable
street_vendor,777.97,22,14,0.1206,622.2,900.0,0.218,0,moderate
street_vendor,319.94,20,18,0.1003,283.3,356.58,0.099,0,unstable
laborer,569.39,21,7,0.0459,479.78,658.99,0.131,0,unstable
driver,1530.4,18,37,0.0756,1134.13,1600.0,0.319,0,moderate
driver,1037.55,25,27,0.2136,775.47,1299.64,0.525,0,moderate
shopkeeper,1121.49,27,50,0.1269,842.6,1400.38,0.332,1,moderate
delivery_worker,1016.31,26,44,0.1145,831.93,1200.7,0.506,1,moderate
shopkeeper,1101.94,30,49,0.3659,907.55,1296.33,0.672,0,stable
street_vendor,716.08,28,18,0.1722,633.16,798.99,0.125,0,moderate
driver,1465.65,18,33,0.2442,1124.1,1600.0,0.308,0,moderate
laborer,583.34,15,8,0.0107,485.95,680.72,0.147,0,unstable
street_vendor,803.67,28,17,0.1787,638.04,900.0,0.18,0,moderate
street_vendor,536.38,30,11,0.0393,443.6,629.16,0.156,0,moderate
delivery_worker,1693.19,25,41,0.1742,1257.07,1800.0,0.706,1,stable
delivery_worker,1058.25,25,56,0.0815,814.37,1302.13,0.672,1,moderate
driver,888.38,23,30,0.1462,656.74,1120.03,0.421,0,moderate
laborer,563.32,26,11,0.0,454.69,671.95,0.066,0,unstable
driver,1191.77,24,22,0.2023,1003.01,1380.53,0.607,0,moderate
street_vendor,452.07,30,15,0.0791,322.11,582.04,0.155,1,unstable
driver,899.72,17,36,0.1255,700.3,1099.15,0.424,1,unstable
street_vendor,218.59,16,15,0.1143,200.0,256.09,0.201,1,unstable
street_vendor,232.71,23,18,0.0,200.0,290.65,0.146,1,unstable
shopkeeper,1953.65,24,72,0.2845,1556.29,2000.0,0.649,0,stable
laborer,581.1,25,8,0.127,470.84,691.36,0.035,0,unstable
delivery_worker,1224.13,26,34,0.1263,943.69,1504.57,0.554,1,moderate
driver,1041.64,17,31,0.1588,763.81,1319.47,0.51,0,moderate
driver,1357.74,20,32,0.0591,1002.45,1600.0,0.524,0,moderate
driver,646.79,23,31,0.1382,523.01,770.57,0.328,1,moderate
street_vendor,310.52,30,23,0.0636,218.87,402.18,0.262,0,moderate
street_vendor,863.48,28,17,0.0005,737.34,900.0,0.113,0,moderate
delivery_worker,615.35,25,40,0.1742,600.0,789.39,0.772,0,moderate
delivery_worker,1169.21,28,46,0.1748,852.96,1485.47,0.839,1,stable
laborer,383.48,30,12,0.0878,276.99,489.97,0.184,0,moderate
laborer,676.97,20,13,0.0408,605.92,700.0,0.173,0,unstable
shopkeeper,1977.66,25,29,0.1473,1733.41,2000.0,0.508,0,stable
street_vendor,663.14,22,21,0.0407,596.65,729.63,0.305,1,unstable
driver,630.48,15,30,0.1731,500.0,779.92,0.431,0,moderate
driver,1572.48,17,17,0.0752,1249.15,1600.0,0.58,1,moderate
delivery_worker,888.24,27,25,0.1242,640.32,1136.16,0.919,1,moderate
shopkeeper,1669.16,23,63,0.2749,1284.33,2000.0,0.262,0,stable
driver,776.99,21,44,0.1625,670.54,883.44,0.578,0,moderate
shopkeeper,1798.19,30,42,0.2931,1534.65,2000.0,0.439,1,stable
shopkeeper,1715.26,26,60,0.0943,1497.57,1932.94,0.46,0,stable
driver,1554.36,27,32,0.055,1242.68,1600.0,0.673,0,moderate
driver,769.48,21,19,0.1913,564.35,974.61,0.626,1,moderate
driver,791.76,21,31,0.107,578.3,1005.22,0.764,1,moderate
shopkeeper,1175.1,23,62,0.1282,885.05,1465.16,0.466,1,moderate
street_vendor,713.84,20,11,0.1772,638.6,789.09,0.188,0,moderate
delivery_worker,1314.93,23,32,0.1897,1085.28,1544.59,0.721,1,stable
driver,1031.54,20,31,0.1938,889.5,1173.58,0.424,0,moderate
delivery_worker,1066.41,25,35,0.2129,754.9,1377.91,0.602,1,moderate
laborer,278.27,27,9,0.055,215.26,341.28,0.029,1,unstable
laborer,550.69,19,9,0.108,397.87,700.0,0.069,1,unstable
shopkeeper,1362.29,27,27,0.2943,1096.47,1628.11,0.382,0,stable
delivery_worker,778.53,28,46,0.2505,681.74,875.32,0.846,1,stable
shopkeeper,1889.0,25,60,0.1949,1649.81,2000.0,0.341,1,stable
street_vendor,864.82,21,22,0.0924,721.63,900.0,0.239,0,moderate
delivery_worker,1789.01,29,41,0.1274,1543.05,1800.0,0.623,0,stable
street_vendor,824.35,21,16,0.0371,706.68,900.0,0.228,0,unstable
driver,1562.7,18,32,0.1613,1171.66,1600.0,0.57,0,moderate
laborer,361.3,16,11,0.0471,322.3,400.3,0.163,1,unstable
driver,1462.15,17,19,0.2044,1178.0,1600.0,0.628,0,moderate
laborer,271.97,30,11,0.0881,230.78,313.16,0.101,1,moderate
shopkeeper,710.0,25,41,0.175,700.0,825.29,0.674,0,moderate
street_vendor,287.68,27,20,0.0324,221.83,353.54,0.093,0,unstable
delivery_worker,1279.91,23,31,0.2596,1139.03,1420.8,0.584,1,moderate
driver,1023.35,21,18,0.1998,860.48,1186.23,0.686,0,moderate
street_vendor,260.41,16,22,0.0151,201.72,319.11,0.223,0,unstable
street_vendor,799.21,22,22,0.159,615.88,900.0,0.346,1,moderate
shopkeeper,1046.14,24,49,0.2094,915.09,1177.18,0.729,0,moderate
shopkeeper,1666.86,22,52,0.2772,1370.41,1963.31,0.351,1,stable
shopkeeper,1889.21,25,27,0.2097,1679.3,2000.0,0.582,1,stable
shopkeeper,1353.74,28,56,0.195,1148.61,1558.87,0.49,0,stable
street_vendor,656.19,20,10,0.0251,581.26,731.11,0.27,0,unstable
driver,1442.27,24,34,0.1181,1217.7,1600.0,0.463,1,moderate
delivery_worker,1552.45,20,36,0.1333,1199.86,1800.0,0.918,1,moderate
laborer,602.47,22,8,0.0005,491.1,700.0,0.06,1,unstable
driver,763.07,23,23,0.1294,554.39,971.76,0.666,1,moderate
driver,844.71,19,38,0.2025,740.63,948.79,0.584,0,moderate
laborer,526.13,22,9,0.0523,425.58,626.69,0.056,0,unstable
laborer,448.27,20,10,0.1331,335.49,561.05,0.142,1,unstable
street_vendor,743.64,20,19,0.0901,637.8,849.49,0.159,0,moderate
laborer,513.04,23,9,0.0497,398.11,627.97,0.067,1,unstable
laborer,531.2,10,7,0.0482,451.67,610.74,0.159,1,unstable
laborer,266.14,26,9,0.0878,200.0,340.16,0.177,0,unstable
street_vendor,329.51,25,15,0.0815,274.88,384.14,0.247,0,moderate
delivery_worker,869.11,25,57,0.0692,723.8,1014.43,0.883,1,moderate
street_vendor,529.62,24,13,0.0863,397.05,662.19,0.28,1,unstable
driver,1434.43,18,28,0.0542,1194.93,1600.0,0.738,1,moderate
delivery_worker,993.09,23,38,0.2504,764.05,1222.12,0.936,1,moderate
laborer,484.64,17,9,0.0313,425.97,543.31,0.192,0,unstable
driver,677.54,16,47,0.1573,533.78,821.3,0.682,1,moderate
delivery_worker,1121.18,25,34,0.1603,899.77,1342.6,0.557,1,moderate
laborer,301.83,18,3,0.0,257.02,346.63,0.183,0,unstable
delivery_worker,1544.97,25,37,0.0964,1104.89,1800.0,0.695,1,stable
delivery_worker,610.69,26,54,0.1838,600.0,771.42,0.617,1,moderate
laborer,614.76,13,14,0.0431,506.49,700.0,0.036,0,unstable
laborer,489.11,10,2,0.1219,398.6,579.61,0.14,1,unstable
street_vendor,244.73,24,21,0.0134,200.0,315.66,0.299,0,unstable
driver,1198.98,26,10,0.1261,1053.21,1344.75,0.52,1,moderate
driver,843.21,22,18,0.2292,627.55,1058.87,0.514,0,moderate
laborer,640.59,21,12,0.0223,517.15,700.0,0.163,0,unstable
laborer,646.53,10,8,0.0464,530.08,700.0,0.103,0,unstable
driver,831.3,24,24,0.1603,671.23,991.36,0.489,1,moderate
street_vendor,797.43,22,25,0.1125,639.9,900.0,0.247,0,moderate
laborer,581.14,13,7,0.0172,454.55,700.0,0.06,0,unstable
driver,690.23,21,27,0.164,513.51,866.94,0.508,0,moderate
delivery_worker,1748.02,24,29,0.1295,1515.84,1800.0,0.909,0,stable
street_vendor,880.62,19,21,0.0423,635.25,900.0,0.065,0,unstable
laborer,500.78,19,5,0.0561,354.94,646.62,0.194,0,unstable
shopkeeper,1033.53,26,58,0.1322,924.99,1142.08,0.713,1,moderate
street_vendor,812.99,24,8,0.122,667.48,900.0,0.19,1,moderate
laborer,621.28,19,4,0.0801,435.05,700.0,0.063,1,unstable
street_vendor,254.11,23,13,0.1205,200.0,326.02,0.101,0,unstable
delivery_worker,901.78,26,47,0.0623,765.46,1038.09,0.507,1,moderate
laborer,293.42,25,10,0.0714,207.32,379.51,0.095,1,unstable
driver,1337.37,20,26,0.0897,999.81,1600.0,0.526,1,moderate
laborer,594.02,20,12,0.0188,472.04,700.0,0.047,0,unstable
shopkeeper,1987.88,26,55,0.3135,1624.03,2000.0,0.73,1,stable
street_vendor,581.39,17,19,0.1978,475.71,687.06,0.074,0,moderate
street_vendor,694.57,23,14,0.0743,502.8,886.33,0.188,1,unstable
shopkeeper,1541.68,24,47,0.2207,1372.98,1710.38,0.369,0,stable
laborer,661.52,20,6,0.0533,482.31,700.0,0.036,0,unstable
shopkeeper,1838.57,28,33,0.2694,1494.98,2000.0,0.558,1,stable
laborer,331.25,24,9,0.0575,250.16,412.35,0.054,0,unstable
delivery_worker,1066.78,28,45,0.1365,839.92,1293.64,0.744,1,moderate
laborer,621.01,24,6,0.0302,453.9,700.0,0.033,0,unstable
delivery_worker,709.71,28,55,0.1592,600.0,877.29,0.906,1,moderate
shopkeeper,846.58,27,44,0.2268,700.0,1001.04,0.534,1,moderate
laborer,643.57,23,10,0.0358,510.57,700.0,0.106,0,unstable
street_vendor,340.14,30,23,0.0447,300.09,380.18,0.127,1,unstable
driver,740.92,26,37,0.1963,566.22,915.63,0.526,0,moderate
street_vendor,864.17,22,20,0.088,608.5,900.0,0.212,0,moderate
driver,846.6,18,46,0.137,667.3,1025.9,0.437,1,moderate
driver,1567.63,24,39,0.1776,1152.42,1600.0,0.705,0,stable
laborer,393.03,18,1,0.0,310.12,475.95,0.115,1,unstable
laborer,695.94,17,10,0.0633,567.33,700.0,0.072,1,unstable
laborer,697.84,19,9,0.0067,520.29,700.0,0.06,0,unstable
laborer,539.63,25,10,0.0658,433.71,645.55,0.181,1,unstable
street_vendor,407.65,30,18,0.0765,358.37,456.94,0.2,0,moderate
street_vendor,386.02,24,21,0.0086,331.73,440.32,0.094,0,unstable
street_vendor,495.87,24,24,0.1257,411.24,580.5,0.16,0,moderate
laborer,452.1,18,3,0.0817,388.08,516.12,0.046,1,unstable
street_vendor,369.19,24,18,0.1236,277.88,460.49,0.119,0,unstable
driver,1475.93,18,36,0.2244,1316.27,1600.0,0.685,0,stable
driver,1347.21,17,38,0.2507,1117.75,1576.67,0.755,1,moderate
delivery_worker,1295.38,26,34,0.2722,1041.04,1549.72,0.819,1,stable
street_vendor,277.75,30,19,0.0943,244.03,311.48,0.229,1,moderate
delivery_worker,1084.9,22,62,0.1373,812.56,1357.24,0.881,0,moderate
delivery_worker,989.64,23,41,0.1733,793.44,1185.85,0.667,0,moderate
delivery_worker,741.94,26,30,0.2884,661.92,821.96,0.844,1,stable
shopkeeper,1198.88,24,58,0.3254,1022.57,1375.2,0.708,0,stable
street_vendor,500.46,23,21,0.0988,393.16,607.76,0.317,0,moderate
street_vendor,767.5,26,20,0.1879,668.21,866.78,0.053,0,moderate
shopkeeper,1315.16,26,50,0.2214,930.53,1699.79,0.278,1,moderate
laborer,548.02,22,8,0.0745,489.97,606.07,0.17,0,unstable
laborer,576.76,20,9,0.0749,468.63,684.89,0.083,0,unstable
delivery_worker,1576.77,23,18,0.1634,1129.69,1800.0,0.669,1,stable
delivery_worker,1102.43,29,39,0.2352,825.36,1379.5,0.875,0,stable
shopkeeper,1129.89,23,64,0.1575,884.18,1375.59,0.451,1,moderate
shopkeeper,875.74,24,37,0.2455,724.4,1027.08,0.272,1,moderate
delivery_worker,920.86,18,59,0.2459,793.76,1047.96,0.727,1,moderate
driver,825.34,20,29,0.0607,582.14,1068.54,0.541,1,moderate
shopkeeper,1388.16,26,38,0.1772,1184.88,1591.45,0.397,0,moderate
street_vendor,519.54,30,13,0.0745,406.98,632.11,0.228,0,moderate
driver,595.43,23,31,0.1287,500.0,725.93,0.588,0,unstable
shopkeeper,1506.49,23,39,0.2832,1234.09,1778.89,0.674,0,stable
driver,554.4,24,17,0.1027,500.0,632.15,0.392,0,unstable
driver,1025.8,17,12,0.1681,858.29,1193.32,0.472,1,moderate
street_vendor,578.31,18,16,0.0,469.11,687.5,0.211,0,unstable
shopkeeper,1323.11,24,43,0.2126,1174.4,1471.82,0.414,0,moderate
laborer,245.01,21,10,0.037,200.0,315.99,0.169,0,unstable
delivery_worker,893.07,22,37,0.1273,683.04,1103.1,0.633,0,moderate
driver,1065.95,25,21,0.1508,821.53,1310.37,0.554,1,moderate
delivery_worker,1068.33,26,31,0.3062,779.35,1357.31,0.746,1,stable
delivery_worker,860.98,27,37,0.2084,725.56,996.4,0.573,0,moderate
driver,1116.31,15,34,0.1659,906.46,1326.15,0.582,0,moderate
driver,950.41,19,25,0.062,838.88,1061.94,0.601,0,moderate
street_vendor,236.76,20,22,0.0966,200.0,297.29,0.103,0,unstable
shopkeeper,919.38,25,29,0.2301,700.0,1178.0,0.716,0,moderate
delivery_worker,1153.92,27,49,0.1305,904.12,1403.72,0.641,1,moderate
shopkeeper,835.02,24,44,0.1608,700.0,1012.03,0.502,1,moderate
driver,583.04,19,32,0.2478,500.0,703.85,0.787,1,moderate
delivery_worker,1585.38,30,65,0.0968,1266.5,1800.0,0.784,1,stable
delivery_worker,1306.54,21,27,0.1372,986.55,1626.54,0.596,1,moderate
delivery_worker,707.66,24,25,0.181,613.31,802.02,0.68,1,moderate
shopkeeper,1769.39,23,51,0.2993,1299.4,2000.0,0.546,0,stable
driver,1536.89,21,12,0.2295,1159.8,1600.0,0.629,1,moderate
street_vendor,492.52,25,23,0.091,438.3,546.74,0.176,0,moderate
delivery_worker,1564.58,30,32,0.2722,1389.39,1739.76,0.768,1,stable
delivery_worker,1094.38,18,40,0.0966,978.71,1210.05,0.758,1,moderate
laborer,577.81,19,12,0.0677,476.93,678.69,0.122,0,unstable
street_vendor,449.17,21,17,0.0774,390.71,507.63,0.201,0,unstable
laborer,597.67,19,14,0.074,534.49,660.84,0.078,0,unstable
driver,677.45,19,30,0.141,543.77,811.13,0.535,1,unstable
laborer,200.93,10,8,0.093,200.0,253.89,0.103,1,unstable
delivery_worker,959.13,19,45,0.1454,805.63,1112.63,0.69,1,moderate
delivery_worker,1258.67,23,40,0.1458,982.85,1534.49,0.632,1,moderate
driver,1343.78,23,35,0.2364,1052.54,1600.0,0.352,1,moderate
driver,1057.99,23,27,0.0956,887.67,1228.32,0.683,0,moderate
driver,504.16,25,22,0.1004,500.0,592.92,0.426,0,moderate
street_vendor,540.42,21,15,0.0794,394.76,686.09,0.319,1,unstable
delivery_worker,1699.72,28,44,0.1185,1388.52,1800.0,0.859,1,stable
shopkeeper,1983.35,24,44,0.1131,1508.53,2000.0,0.497,0,stable
driver,1226.14,20,22,0.0827,996.63,1455.66,0.623,0,moderate
delivery_worker,1780.98,24,48,0.201,1257.67,1800.0,0.508,1,stable
shopkeeper,703.29,23,21,0.1746,700.0,799.01,0.435,0,moderate
shopkeeper,1577.5,22,45,0.2487,1124.3,2000.0,0.671,1,moderate
street_vendor,815.13,20,19,0.0322,647.82,900.0,0.206,1,unstable
shopkeeper,1219.02,22,55,0.1596,905.78,1532.25,0.697,1,moderate
driver,1250.4,18,25,0.1848,881.21,1600.0,0.694,0,moderate
driver,755.88,19,36,0.1967,631.11,880.65,0.74,1,moderate
street_vendor,512.14,20,22,0.156,398.73,625.54,0.347,1,moderate
laborer,237.22,16,8,0.0932,200.0,287.54,0.179,1,unstable
street_vendor,578.1,19,20,0.1784,486.05,670.15,0.328,1,moderate
driver,1017.04,25,30,0.1363,876.13,1157.95,0.706,1,moderate
driver,506.94,24,19,0.0436,500.0,644.34,0.339,0,unstable
delivery_worker,1086.71,25,22,0.1998,871.56,1301.86,0.937,1,moderate
shopkeeper,1987.04,26,52,0.1966,1671.12,2000.0,0.672,0,stable
driver,1098.06,24,38,0.1968,833.78,1362.35,0.54,0,moderate
shopkeeper,1138.83,30,41,0.2742,1004.84,1272.82,0.516,1,stable
shopkeeper,1505.07,24,58,0.2132,1070.4,1939.74,0.745,1,stable
delivery_worker,1436.07,16,54,0.2168,1188.51,1683.63,0.608,0,moderate
street_vendor,779.93,25,18,0.0707,634.74,900.0,0.249,0,moderate
delivery_worker,629.19,28,46,0.1029,600.0,766.15,0.885,1,moderate
shopkeeper,1891.37,24,32,0.3188,1354.14,2000.0,0.429,0,stable
delivery_worker,1793.99,22,68,0.2109,1500.92,1800.0,0.761,1,stable
driver,682.59,20,28,0.1029,606.89,758.3,0.335,0,moderate
laborer,495.7,20,1,0.0,442.02,549.38,0.118,0,unstable
delivery_worker,939.36,24,49,0.3647,764.12,1114.6,0.891,0,stable
laborer,355.77,29,4,0.0163,308.6,402.93,0.191,0,unstable
street_vendor,326.84,23,16,0.1827,235.36,418.33,0.148,0,moderate
driver,718.71,18,38,0.1296,564.3,873.13,0.508,1,moderate
delivery_worker,1310.61,26,35,0.2448,1147.26,1473.96,0.544,0,stable
shopkeeper,1984.7,23,14,0.2426,1637.89,2000.0,0.697,1,stable
street_vendor,657.42,18,15,0.1162,505.9,808.94,0.07,0,unstable
